"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X19.1","X20.1","X21.1","X22.1","X23.1","X24.1","X25.1","X26.1","X27.1","X28.1","X29.1","X30.1","X31.1","X32.1","X33.1","X34.1","X35.1","X36.1","X37.1","X38.1","X39.1","X40.1","X41.1","X42.1","X43.1","X44.1","X45.1","X46.1","X47.1","X48.1","X49.1","X50.1","X51.1","X52.1","X53.1","X54.1","X55.1","X56.1","X57.1","X58.1","X59.1","X60.1","X61.1","X62.1","X63.1","X64.1","X65.1","X66.1","X67.1","X68.1","X69.1","X70.1","X71.1","X72.1","X73.1","X74.1","X75.1","X76.1","X77.1","X78.1","X79.1","X80.1","X81.1","X82.1","X83.1","X84.1","X85.1","X86.1","X87.1","X88.1","X89.1","X90.1","X91.1","X92.1","X93.1","X94.1","X95.1","X96.1","X97.1","X98.1","X99.1","X100.1","X101.1","X102.1","X103.1","X104.1","X105.1","X106.1","X107.1","X108.1","X109.1","X110.1","X111.1","X112.1","X113.1","X114.1","X115.1","X116.1","X117.1"
"70",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,4,11,7,14,8,14,10,7,8,4,3,6,11,0,12,4,8,14,14,11,8,4,15,2,16,16,8,6,8,12,12,3,16,31,21,6,13,12,3,5,15,5,7,9,11,4,9,3,12,12,10,14,12,16,16,15,11,15,15,15,10,2,14,9,9,8,7,21,0,0,3,0,25,34,5,6,6,19,2,28,12,18,11,25,13,2,30,1,8,12,5,7,14,4,1,7,4,1,13,13,14,7,13,6,7,12,7,6,15,13,13,3,1,6,11,11,17
"71",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,14,10,17,11,17,13,10,5,1,0,3,14,3,15,7,11,17,17,14,11,7,18,1,19,19,11,9,11,15,15,0,19,28,18,9,16,15,0,8,18,8,10,12,14,7,6,6,15,15,7,17,15,19,19,18,14,18,18,18,13,1,17,12,12,11,10,18,3,3,0,3,22,31,8,3,3,16,1,25,9,15,8,22,10,5,27,2,5,9,2,4,11,7,4,10,7,2,16,16,17,4,16,3,10,15,10,9,18,10,16,6,4,9,14,14,20
"72",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,4,11,7,14,8,14,10,7,8,4,3,6,11,0,12,4,8,14,14,11,8,4,15,2,16,16,8,6,8,12,12,3,16,31,21,6,13,12,3,5,15,5,7,9,11,4,9,3,12,12,10,14,12,16,16,15,11,15,15,15,10,2,14,9,9,8,7,21,0,0,3,0,25,34,5,6,6,19,2,28,12,18,11,25,13,2,30,1,8,12,5,7,14,4,1,7,4,1,13,13,14,7,13,6,7,12,7,6,15,13,13,3,1,6,11,11,17
"73",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,21,36,32,39,33,39,35,32,17,21,22,19,36,25,37,29,33,39,39,36,33,29,40,23,41,41,33,31,33,37,37,22,41,6,4,31,38,37,22,30,40,30,32,34,36,29,16,28,37,37,15,39,37,41,41,40,36,40,40,40,35,23,39,34,34,33,32,4,25,25,22,25,0,9,30,19,19,6,23,3,13,7,14,0,12,27,5,24,17,13,20,18,11,29,26,32,29,24,38,38,39,18,38,19,32,37,32,31,40,12,38,28,26,31,36,36,42
"74",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,30,45,41,48,42,48,44,41,26,30,31,28,45,34,46,38,42,48,48,45,42,38,49,32,50,50,42,40,42,46,46,31,50,3,13,40,47,46,31,39,49,39,41,43,45,38,25,37,46,46,24,48,46,50,50,49,45,49,49,49,44,32,48,43,43,42,41,13,34,34,31,34,9,0,39,28,28,15,32,6,22,16,23,9,21,36,4,33,26,22,29,27,20,38,35,41,38,33,47,47,48,27,47,28,41,46,41,40,49,21,47,37,35,40,45,45,51
"75",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,9,6,2,9,3,9,5,2,13,9,8,11,6,5,7,1,3,9,9,6,3,1,10,7,11,11,3,1,3,7,7,8,11,36,26,1,8,7,8,0,10,0,2,4,6,1,14,2,7,7,15,9,7,11,11,10,6,10,10,10,5,7,9,4,4,3,2,26,5,5,8,5,30,39,0,11,11,24,7,33,17,23,16,30,18,3,35,6,13,17,10,12,19,1,4,2,1,6,8,8,9,12,8,11,2,7,2,1,10,18,8,2,4,1,6,6,12
"76",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,17,13,20,14,20,16,13,2,2,3,0,17,6,18,10,14,20,20,17,14,10,21,4,22,22,14,12,14,18,18,3,22,25,15,12,19,18,3,11,21,11,13,15,17,10,3,9,18,18,4,20,18,22,22,21,17,21,21,21,16,4,20,15,15,14,13,15,6,6,3,6,19,28,11,0,0,13,4,22,6,12,5,19,7,8,24,5,2,6,1,1,8,10,7,13,10,5,19,19,20,1,19,0,13,18,13,12,21,7,19,9,7,12,17,17,23
"77",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,17,13,20,14,20,16,13,2,2,3,0,17,6,18,10,14,20,20,17,14,10,21,4,22,22,14,12,14,18,18,3,22,25,15,12,19,18,3,11,21,11,13,15,17,10,3,9,18,18,4,20,18,22,22,21,17,21,21,21,16,4,20,15,15,14,13,15,6,6,3,6,19,28,11,0,0,13,4,22,6,12,5,19,7,8,24,5,2,6,1,1,8,10,7,13,10,5,19,19,20,1,19,0,13,18,13,12,21,7,19,9,7,12,17,17,23
"78",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,15,30,26,33,27,33,29,26,11,15,16,13,30,19,31,23,27,33,33,30,27,23,34,17,35,35,27,25,27,31,31,16,35,12,2,25,32,31,16,24,34,24,26,28,30,23,10,22,31,31,9,33,31,35,35,34,30,34,34,34,29,17,33,28,28,27,26,2,19,19,16,19,6,15,24,13,13,0,17,9,7,1,8,6,6,21,11,18,11,7,14,12,5,23,20,26,23,18,32,32,33,12,32,13,26,31,26,25,34,6,32,22,20,25,30,30,36
"79",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,2,13,9,16,10,16,12,9,6,2,1,4,13,2,14,6,10,16,16,13,10,6,17,0,18,18,10,8,10,14,14,1,18,29,19,8,15,14,1,7,17,7,9,11,13,6,7,5,14,14,8,16,14,18,18,17,13,17,17,17,12,0,16,11,11,10,9,19,2,2,1,2,23,32,7,4,4,17,0,26,10,16,9,23,11,4,28,1,6,10,3,5,12,6,3,9,6,1,15,15,16,5,15,4,9,14,9,8,17,11,15,5,3,8,13,13,19
"80",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,24,39,35,42,36,42,38,35,20,24,25,22,39,28,40,32,36,42,42,39,36,32,43,26,44,44,36,34,36,40,40,25,44,3,7,34,41,40,25,33,43,33,35,37,39,32,19,31,40,40,18,42,40,44,44,43,39,43,43,43,38,26,42,37,37,36,35,7,28,28,25,28,3,6,33,22,22,9,26,0,16,10,17,3,15,30,2,27,20,16,23,21,14,32,29,35,32,27,41,41,42,21,41,22,35,40,35,34,43,15,41,31,29,34,39,39,45
"81",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,8,23,19,26,20,26,22,19,4,8,9,6,23,12,24,16,20,26,26,23,20,16,27,10,28,28,20,18,20,24,24,9,28,19,9,18,25,24,9,17,27,17,19,21,23,16,3,15,24,24,2,26,24,28,28,27,23,27,27,27,22,10,26,21,21,20,19,9,12,12,9,12,13,22,17,6,6,7,10,16,0,6,1,13,1,14,18,11,4,0,7,5,2,16,13,19,16,11,25,25,26,5,25,6,19,24,19,18,27,1,25,15,13,18,23,23,29
"82",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,14,29,25,32,26,32,28,25,10,14,15,12,29,18,30,22,26,32,32,29,26,22,33,16,34,34,26,24,26,30,30,15,34,13,3,24,31,30,15,23,33,23,25,27,29,22,9,21,30,30,8,32,30,34,34,33,29,33,33,33,28,16,32,27,27,26,25,3,18,18,15,18,7,16,23,12,12,1,16,10,6,0,7,7,5,20,12,17,10,6,13,11,4,22,19,25,22,17,31,31,32,11,31,12,25,30,25,24,33,5,31,21,19,24,29,29,35
"83",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,7,22,18,25,19,25,21,18,3,7,8,5,22,11,23,15,19,25,25,22,19,15,26,9,27,27,19,17,19,23,23,8,27,20,10,17,24,23,8,16,26,16,18,20,22,15,2,14,23,23,1,25,23,27,27,26,22,26,26,26,21,9,25,20,20,19,18,10,11,11,8,11,14,23,16,5,5,8,9,17,1,7,0,14,2,13,19,10,3,1,6,4,3,15,12,18,15,10,24,24,25,4,24,5,18,23,18,17,26,2,24,14,12,17,22,22,28
"84",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,21,36,32,39,33,39,35,32,17,21,22,19,36,25,37,29,33,39,39,36,33,29,40,23,41,41,33,31,33,37,37,22,41,6,4,31,38,37,22,30,40,30,32,34,36,29,16,28,37,37,15,39,37,41,41,40,36,40,40,40,35,23,39,34,34,33,32,4,25,25,22,25,0,9,30,19,19,6,23,3,13,7,14,0,12,27,5,24,17,13,20,18,11,29,26,32,29,24,38,38,39,18,38,19,32,37,32,31,40,12,38,28,26,31,36,36,42
"85",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,9,24,20,27,21,27,23,20,5,9,10,7,24,13,25,17,21,27,27,24,21,17,28,11,29,29,21,19,21,25,25,10,29,18,8,19,26,25,10,18,28,18,20,22,24,17,4,16,25,25,3,27,25,29,29,28,24,28,28,28,23,11,27,22,22,21,20,8,13,13,10,13,12,21,18,7,7,6,11,15,1,5,2,12,0,15,17,12,5,1,8,6,1,17,14,20,17,12,26,26,27,6,26,7,20,25,20,19,28,0,26,16,14,19,24,24,30
"86",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,6,9,5,12,6,12,8,5,10,6,5,8,9,2,10,2,6,12,12,9,6,2,13,4,14,14,6,4,6,10,10,5,14,33,23,4,11,10,5,3,13,3,5,7,9,2,11,1,10,10,12,12,10,14,14,13,9,13,13,13,8,4,12,7,7,6,5,23,2,2,5,2,27,36,3,8,8,21,4,30,14,20,13,27,15,0,32,3,10,14,7,9,16,2,1,5,2,3,11,11,12,9,11,8,5,10,5,4,13,15,11,1,1,4,9,9,15
"87",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,26,41,37,44,38,44,40,37,22,26,27,24,41,30,42,34,38,44,44,41,38,34,45,28,46,46,38,36,38,42,42,27,46,1,9,36,43,42,27,35,45,35,37,39,41,34,21,33,42,42,20,44,42,46,46,45,41,45,45,45,40,28,44,39,39,38,37,9,30,30,27,30,5,4,35,24,24,11,28,2,18,12,19,5,17,32,0,29,22,18,25,23,16,34,31,37,34,29,43,43,44,23,43,24,37,42,37,36,45,17,43,33,31,36,41,41,47
"88",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,3,12,8,15,9,15,11,8,7,3,2,5,12,1,13,5,9,15,15,12,9,5,16,1,17,17,9,7,9,13,13,2,17,30,20,7,14,13,2,6,16,6,8,10,12,5,8,4,13,13,9,15,13,17,17,16,12,16,16,16,11,1,15,10,10,9,8,20,1,1,2,1,24,33,6,5,5,18,1,27,11,17,10,24,12,3,29,0,7,11,4,6,13,5,2,8,5,0,14,14,15,6,14,5,8,13,8,7,16,12,14,4,2,7,12,12,18
"89",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,19,15,22,16,22,18,15,0,4,5,2,19,8,20,12,16,22,22,19,16,12,23,6,24,24,16,14,16,20,20,5,24,23,13,14,21,20,5,13,23,13,15,17,19,12,1,11,20,20,2,22,20,24,24,23,19,23,23,23,18,6,22,17,17,16,15,13,8,8,5,8,17,26,13,2,2,11,6,20,4,10,3,17,5,10,22,7,0,4,3,1,6,12,9,15,12,7,21,21,22,1,21,2,15,20,15,14,23,5,21,11,9,14,19,19,25
"90",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,8,23,19,26,20,26,22,19,4,8,9,6,23,12,24,16,20,26,26,23,20,16,27,10,28,28,20,18,20,24,24,9,28,19,9,18,25,24,9,17,27,17,19,21,23,16,3,15,24,24,2,26,24,28,28,27,23,27,27,27,22,10,26,21,21,20,19,9,12,12,9,12,13,22,17,6,6,7,10,16,0,6,1,13,1,14,18,11,4,0,7,5,2,16,13,19,16,11,25,25,26,5,25,6,19,24,19,18,27,1,25,15,13,18,23,23,29
"91",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,16,12,19,13,19,15,12,3,1,2,1,16,5,17,9,13,19,19,16,13,9,20,3,21,21,13,11,13,17,17,2,21,26,16,11,18,17,2,10,20,10,12,14,16,9,4,8,17,17,5,19,17,21,21,20,16,20,20,20,15,3,19,14,14,13,12,16,5,5,2,5,20,29,10,1,1,14,3,23,7,13,6,20,8,7,25,4,3,7,0,2,9,9,6,12,9,4,18,18,19,2,18,1,12,17,12,11,20,8,18,8,6,11,16,16,22
"92",0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,3,18,14,21,15,21,17,14,1,3,4,1,18,7,19,11,15,21,21,18,15,11,22,5,23,23,15,13,15,19,19,4,23,24,14,13,20,19,4,12,22,12,14,16,18,11,2,10,19,19,3,21,19,23,23,22,18,22,22,22,17,5,21,16,16,15,14,14,7,7,4,7,18,27,12,1,1,12,5,21,5,11,4,18,6,9,23,6,1,5,2,0,7,11,8,14,11,6,20,20,21,0,20,1,14,19,14,13,22,6,20,10,8,13,18,18,24
